Exam Name,Year,Paper Number (if any),Subject (if any),Type,Image Name,Answer Type,Answer 1,Answer 2,Answer 3,Answer 4
IOQM,2022,-,-,Integer,11.png,-,8,,,
IOQM,2022,-,-,Integer,12.png,-,3,,,
IOQM,2022,-,-,Integer,13.png,-,59,,,
IOQM,2022,-,-,Integer,14.png,-,16,,,
IOQM,2022,-,-,Integer,15.png,-,25,,,
IOQM,2022,-,-,Integer,16.png,-,18,,,
IOQM,2022,-,-,Integer,17.png,-,19,,,
IOQM,2022,-,-,Integer,18.png,-,70,,,
IOQM,2022,-,-,Integer,19.png,-,9,,,
IOQM,2022,-,-,Integer,20.png,-,3,,,
IOQM,2022,,-,Integer,21.png,-,74,,,
IOQM,2022,,-,Integer,22.png,-,11,,,
IOQM,2022,,-,Integer,23.png,-,29,,,
IOQM,2022,,-,Integer,24.png,-,81,,,
IOQM,2023,,-,Integer,1.png,-,22,,,
IOQM,2023,,-,Integer,2.png,-,54,,,
IOQM,2023,,-,Integer,3.png,-,23,,,
IOQM,2023,,-,Integer,4.png,-,7,,,
IOQM,2023,,-,Integer,5.png,-,10,,,
IOQM,2023,,-,Integer,6.png,-,16,,,
IOQM,2023,,-,Integer,7.png,-,48,,,
IOQM,2023,,-,Integer,8.png,-,59,,,
IOQM,2023,,-,Integer,9.png,-,17,,,
IOQM,2023,,-,Integer,10.png,-,51,,,
IOQM,2023,,-,Integer,11.png,-,14,,,
IOQM,2023,,-,Integer,12.png,-,18,,,
IOQM,2023,,-,Integer,13.png,-,58,,,
IOQM,2023,,-,Integer,14.png,-,40,,,
IOQM,2023,,-,Integer,15.png,-,3,,,
IOQM,2023,,-,Integer,16.png,-,94,,,
IOQM,2023,,-,Integer,17.png,-,66,,,
IOQM,2023,,-,Integer,18.png,-,71,,,
IOQM,2023,,-,Integer,19.png,-,92,,,
IOQM,2023,,-,Integer,20.png,-,43,,,
IOQM,2023,,-,Integer,21.png,-,15,,,
IOQM,2023,,-,Integer,22.png,-,77,,,
IOQM,2023,,-,Integer,23.png,-,18,,,
IOQM,2023,,-,Integer,24.png,-,31,,,
IOQM,2023,,-,Integer,25.png,-,28,,,
IOQM,2023,,-,Integer,26.png,-,19,,,
IOQM,2023,,-,Integer,27.png,-,91,,,
IOQM,2023,,-,Integer,28.png,-,67,,,
IOQM,2023,,-,Integer,29.png,-,95,,,
IOQM,2023,,-,Integer,30.png,-,18,,,
IOQM,2024,,-,Integer,1.png,-,11,,,
IOQM,2024,,-,Integer,2.png,-,12,,,
IOQM,2024,,-,Integer,3.png,-,25,,,
IOQM,2024,,-,Integer,4.png,-,70,,,
IOQM,2024,,-,Integer,5.png,-,1,,,
IOQM,2024,,-,Integer,6.png,-,6,,,
IOQM,2024,,-,Integer,7.png,-,99,,,
IOQM,2024,,-,Integer,8.png,-,49,,,
IOQM,2024,,-,Integer,9.png,-,48,,,
IOQM,2024,,-,Integer,10.png,-,5,,,
IOQM,2024,,-,Integer,11.png,-,12,,,
IOQM,2024,,-,Integer,12.png,-,96,,,
IOQM,2024,,-,Integer,13.png,-,19,,,
IOQM,2024,,-,Integer,14.png,-,80,,,
IOQM,2024,,-,Integer,15.png,-,92,,,
IOQM,2024,,-,Integer,16.png,-,8,,,
IOQM,2024,,-,Integer,17.png,-,25,,,
IOQM,2024,,-,Integer,18.png,-,13,,,
IOQM,2024,,-,Integer,19.png,-,12,,,
IOQM,2024,,-,Integer,20.png,-,10,,,
IOQM,2024,,-,Integer,21.png,-,91,,,
IOQM,2024,,-,Integer,22.png,-,34,,,
IOQM,2024,,-,Integer,23.png,-,31,,,
IOQM,2024,,-,Integer,24.png,-,50,,,
IOQM,2024,,-,Integer,25.png,-,22,,,
IOQM,2024,,-,Integer,26.png,-,33,,,
IOQM,2024,,-,Integer,27.png,-,27,,,
IOQM,2024,,-,Integer,28.png,-,20,,,
IOQM,2024,,-,Integer,29.png,-,28,,,
IOQM,2024,,-,Integer,30.png,-,25,,,
JEE Advanced,2007,I,Physics,Match the following,1.png,Multiple,p r,q s,p,q
JEE Advanced,2007,I,Physics,Match the following,2.png,Multiple,p q,r s ,r s,r s
JEE Advanced,2007,I,Physics,Match the following,3.png,Multiple,q,r s ,s,p q r
JEE Advanced,2007,I,Physics,MCQs,1.png,Single,b,,,
JEE Advanced,2007,I,Physics,MCQs,2.png,Single,c,,,
JEE Advanced,2007,I,Physics,MCQs,3.png,Single,a,,,
JEE Advanced,2007,I,Physics,MCQs,4.png,Single,a,,,
JEE Advanced,2007,I,Physics,MCQs,5.png,Single,b,,,
JEE Advanced,2007,I,Physics,MCQs,6.png,Single,c,,,
JEE Advanced,2007,I,Physics,MCQs,7.png,Single [or],b,d,,
JEE Advanced,2007,I,Physics,MCQs,8.png,Single,a,,,
JEE Advanced,2007,I,Maths,Match the following,1.png,Multi,p q r,p s,r s ,p q 
JEE Advanced,2007,I,Maths,Match the following,2.png,Single,r,q,p,s
JEE Advanced,2007,I,Maths,MCQs,1.png,Single,c,,,
JEE Advanced,2007,I,Maths,MCQs,2.png,Single,c,,,
JEE Advanced,2007,I,Maths,MCQs,3.png,Single,a,,,
JEE Advanced,2007,I,Maths,MCQs,4.png,Single,d,,,
JEE Advanced,2007,I,Maths,MCQs,5.png,Single,a,,,
JEE Advanced,2007,I,Maths,MCQs,6.png,Single,c,,,
JEE Advanced,2007,I,Maths,MCQs,7.png,Single,a,,,
JEE Advanced,2007,I,Maths,MCQs,8.png,Single,a,,,
JEE Advanced,2007,I,Maths,MCQs,9.png,Single,d,,,
JEE Advanced,2007,I,Maths,Step by step ,1/Question.png,-,,,,
JEE Advanced,2007,I,Maths,Step by step ,1/1.png,Single,b,,,
JEE Advanced,2007,I,Maths,Step by step ,1/2.png,Single,d,,,
JEE Advanced,2007,I,Maths,Step by step ,1/3.png,Single,b,,,
JEE Advanced,2007,I,Maths,Step by step ,2/Question.png,-,,,,
JEE Advanced,2007,I,Maths,Step by step ,2/1.png,Single,c,,,
JEE Advanced,2007,I,Maths,Step by step ,2/2.png,Single,b,,,
JEE Advanced,2007,I,Maths,Step by step ,2/3.png,Single,d,,,
JEE Advanced,2007,II,Physics,MCQs,1.png,Single,d,,,
JEE Advanced,2007,II,Physics,Match the following,1.png,Single,s,q,p,r
JEE Advanced,2007,II,Physics,Match the following,2.png,Multiple,q r,p,q r,q s
JEE Advanced,2007,II,Physics,MCQs,1.png,Single,d,,,
JEE Advanced,2007,II,Physics,MCQs,2.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,3.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,4.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,5.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,6.png,Single,d,,,
JEE Advanced,2007,II,Physics,MCQs,7.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,8.png,Single [or],a,b,,
JEE Advanced,2007,II,Physics,MCQs,9.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,10.png,Single,d,,,
JEE Advanced,2007,II,Physics,MCQs,11.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,12.png,Single,c,,,
JEE Advanced,2007,II,Physics,MCQs,13.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,14.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,15.png,Single,b,,,
JEE Advanced,2007,II,Physics,MCQs,16.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,17.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,18.png,Single,a,,,
JEE Advanced,2007,II,Physics,MCQs,19.png,Single,c,,,
JEE Advanced,2007,II,Maths,MCQs,1.png,Single,c,,,
JEE Advanced,2007,II,Maths,MCQs,2.png,Single,d,,,
JEE Advanced,2007,II,Maths,MCQs,3.png,Single,c,,,
JEE Advanced,2007,II,Maths,MCQs,4.png,Single,d,,,
JEE Advanced,2007,II,Maths,MCQs,5.png,Single,c,,,
JEE Advanced,2007,II,Maths,MCQs,6.png,Single,b,,,
JEE Advanced,2007,II,Maths,MCQs,7.png,Single,b,,,
JEE Advanced,2007,II,Maths,MCQs,8.png,Single,a,,,
JEE Advanced,2007,II,Maths,MCQs,9.png,Single,c,,,
JEE Advanced,2007,II,Maths,MCQs,10.png,Single,d,,,
JEE Advanced,2007,II,Maths,MCQs,11.png,Single,a,,,
JEE Advanced,2007,II,Maths,MCQs,12.png,Single,b,,,
JEE Advanced,2007,II,Maths,MCQs,13.png,Single,c,,,
JEE Advanced,2007,II,Maths,Step by step ,1/Question.png,-,,,,
JEE Advanced,2007,II,Maths,Step by step ,1/1.png,Single,b,,,
JEE Advanced,2007,II,Maths,Step by step ,1/2.png,Single,a,,,
JEE Advanced,2007,II,Maths,Step by step ,1/3.png,Single,a,,,
JEE Advanced,2007,II,Maths,Match the following,1.png,Single,p,q,p,s
JEE Advanced,2007,II,Maths,Match the following,2.png,Multiple,p q,p q,q r,q r
JEE Advanced,2007,II,Maths,Match the following,3.png,Multiple,p r s,q s,q s,p r s
JEE Advanced,2008,I,Physics,MCQs,1.png,Single,b,,,
JEE Advanced,2008,I,Physics,MCQs,2.png,Single,c,,,
JEE Advanced,2008,I,Physics,MCQs,3.png,Single,b,,,
JEE Advanced,2008,I,Physics,MCQs,4.png,Single,a,,,
JEE Advanced,2008,I,Physics,MCQs,5.png,Single,c,,,
JEE Advanced,2008,I,Physics,MCQs,6.png,Single,c,,,
JEE Advanced,2008,I,Physics,MCQs,7.png,Multiple,a ,d,,
JEE Advanced,2008,I,Physics,MCQs,8.png,Multiple,b,d,,
JEE Advanced,2008,I,Physics,MCQs,9.png,Mutiple,a,c,d,
JEE Advanced,2008,I,Physics,MCQs,10.png,Multiple,a,b,,
JEE Advanced,2008,I,Physics,MCQs,11.png,Single,d,,,
JEE Advanced,2008,I,Physics,MCQs,12.png,Single,a,,,
JEE Advanced,2008,I,Physics,MCQs,13.png,Single,d,,,
JEE Advanced,2008,I,Physics,MCQs,14.png,Single,a,,,
JEE Advanced,2008,I,Physics,Step by step ,1/Question.png,-,,,,
JEE Advanced,2008,I,Physics,Step by step ,1/1.png,Single,d,,,
JEE Advanced,2008,I,Physics,Step by step ,1/2.png,Single,b,,,
JEE Advanced,2008,I,Physics,Step by step ,1/3.png,Single,b,,,
JEE Advanced,2008,I,Physics,Step by step ,2/Question.png,-,,,,
JEE Advanced,2008,I,Physics,Step by step ,2/1.png,Single,c,,,
JEE Advanced,2008,I,Physics,Step by step ,2/2.png,Single,c,,,
JEE Advanced,2008,I,Physics,Step by step ,2/3.png,Single,a,,,
JEE Advanced,2008,I,Physics,Step by step ,3/Question.png,-,,,,
JEE Advanced,2008,I,Physics,Step by step ,3/1.png,Single,b,,,
JEE Advanced,2008,I,Physics,Step by step ,3/2.png,Single,b,,,
JEE Advanced,2008,I,Physics,Step by step ,3/3.png,Single,c,,,
JEE Advanced,2008,I,Maths,MCQs,1.png,Single,b,,,
JEE Advanced,2008,I,Maths,MCQs,2.png,Single,c,,,
JEE Advanced,2008,I,Maths,MCQs,3.png,Single,a,,,
JEE Advanced,2008,I,Maths,MCQs,4.png,Single,b,,,
JEE Advanced,2008,I,Maths,MCQs,5.png,Single,c,,,
JEE Advanced,2008,I,Maths,MCQs,6.png,Single,c,,,
JEE Advanced,2008,I,Maths,MCQs,7.png,Multiple,b,d,,
JEE Advanced,2008,I,Maths,MCQs,8.png,Multiple,b,c,,
JEE Advanced,2008,I,Maths,MCQs,9.png,Mutiple,a,d,,
JEE Advanced,2008,I,Maths,MCQs,10.png,Multiple,a,b,c,d
JEE Advanced,2008,I,Maths,MCQs,11.png,Single,a,,,
JEE Advanced,2008,I,Maths,MCQs,12.png,Single,d,,,
JEE Advanced,2008,I,Maths,MCQs,13.png,Single,a,,,
JEE Advanced,2008,I,Maths,MCQs,14.png,Single,b,,,
JEE Advanced,2008,I,Maths,Step by step ,1/Question.png,-,,,,
JEE Advanced,2008,I,Maths,Step by step ,1/1.png,Single,d,,,
JEE Advanced,2008,I,Maths,Step by step ,1/2.png,Single,a,,,
JEE Advanced,2008,I,Maths,Step by step ,1/3.png,Single,d,,,
JEE Advanced,2008,I,Maths,Step by step ,2/Question.png,-,,,,
JEE Advanced,2008,I,Maths,Step by step ,2/1.png,Single,b,,,
JEE Advanced,2008,I,Maths,Step by step ,2/2.png,Single,a,,,
JEE Advanced,2008,I,Maths,Step by step ,2/3.png,Single,d,,,
JEE Advanced,2008,I,Maths,Step by step ,3/Question.png,-,,,,
JEE Advanced,2008,I,Maths,Step by step ,3/1.png,Single,b,,,
JEE Advanced,2008,I,Maths,Step by step ,3/2.png,Single,c,,,
JEE Advanced,2008,I,Maths,Step by step ,3/3.png,Single [or],b,c,d,
JEE Advanced,2008,II,Physics,MCQs,1.png,Single,c,,,
JEE Advanced,2008,II,Physics,MCQs,2.png,Single,a,,,
JEE Advanced,2008,II,Physics,MCQs,3.png,Single,a,,,
JEE Advanced,2008,II,Physics,MCQs,4.png,Single,c,,,
JEE Advanced,2008,II,Physics,MCQs,5.png,Single,d,,,
JEE Advanced,2008,II,Physics,MCQs,6.png,Single,b,,,
JEE Advanced,2008,II,Physics,MCQs,7.png,Single,a,,,
JEE Advanced,2008,II,Physics,MCQs,8.png,Single,a,,,
JEE Advanced,2008,II,Physics,MCQs,9.png,Single,b,,,
JEE Advanced,2008,II,Physics,MCQs,10.png,Single,b,,,
JEE Advanced,2008,II,Physics,MCQs,11.png,Single,b,,,
JEE Advanced,2008,II,Physics,MCQs,12.png,Single,a,,,
JEE Advanced,2008,II,Physics,MCQs,13.png,Single,c,,,
JEE Advanced,2008,II,Physics,Step by step ,1/Question.png,-,,,,
JEE Advanced,2008,II,Physics,Step by step ,1/1.png,Single,a,,,
JEE Advanced,2008,II,Physics,Step by step ,1/2.png,Single,b,,,
JEE Advanced,2008,II,Physics,Step by step ,1/3.png,Single,c,,,
JEE Advanced,2008,II,Physics,Step by step ,2/Question.png,-,,,,
JEE Advanced,2008,II,Physics,Step by step ,2/1.png,Single,d,,,
JEE Advanced,2008,II,Physics,Step by step ,2/2.png,Single,d,,,
JEE Advanced,2008,II,Physics,Step by step ,2/3.png,Single,c,,,
JEE Advanced,2008,II,Physics,Match the following,1.png,Multiple,p q r s,q,p q r s,p q r s
JEE Advanced,2008,II,Physics,Match the following,2.png,Multiple,q,p r,p s,q s
JEE Advanced,2008,II,Physics,Match the following,3.png,Multiple,p s,q r s,s ,r
JEE Advanced,2008,II,Maths,MCQs,1.png,Single,d,,,
JEE Advanced,2008,II,Maths,MCQs,2.png,Single,c,,,
JEE Advanced,2008,II,Maths,MCQs,3.png,Single,b,,,
JEE Advanced,2008,II,Maths,MCQs,4.png,Single,b,,,
JEE Advanced,2008,II,Maths,MCQs,5.png,Single,d,,,
JEE Advanced,2008,II,Maths,MCQs,6.png,Single,d,,,
JEE Advanced,2008,II,Maths,MCQs,7.png,Single,a,,,
JEE Advanced,2008,II,Maths,MCQs,8.png,Single,c,,,
JEE Advanced,2008,II,Maths,MCQs,9.png,Single,a,,,
JEE Advanced,2008,II,Maths,MCQs,10.png,Single,c,,,
JEE Advanced,2008,II,Maths,MCQs,11.png,Single,b,,,
JEE Advanced,2008,II,Maths,MCQs,12.png,Single,c,,,
JEE Advanced,2008,II,Maths,MCQs,13.png,Single,c,,,
JEE Advanced,2008,II,Maths,Step by step ,1/Question.png,-,,,,
JEE Advanced,2008,II,Maths,Step by step ,1/1.png,Single,a,,,
JEE Advanced,2008,II,Maths,Step by step ,1/2.png,Single,a,,,
JEE Advanced,2008,II,Maths,Step by step ,1/3.png,Single,b,,,
JEE Advanced,2008,II,Maths,Step by step ,2/Question.png,-,,,,
JEE Advanced,2008,II,Maths,Step by step ,2/1.png,Single,b,,,
JEE Advanced,2008,II,Maths,Step by step ,2/2.png,Single,d,,,
JEE Advanced,2008,II,Maths,Step by step ,2/3.png,Single,c,,,
JEE Advanced,2008,II,Maths,Match the following,1.png,Single,p ,s,q,q
JEE Advanced,2008,II,Maths,Match the following,2.png,Multiple,r,q s,r s,p r
JEE Advanced,2008,II,Maths,Match the following,3.png,Multiple,s,p q,r,p q s
